transaction_id,sender,receiver,amount,currency,country,channel,status,timestamp
TXN_1583342,Simon Akinwale,Paul Oshodi,18280224.9,NGN,Nigeria,bank transfer,success,2026-01-01
TXN_6515455,Elizabeth Oshodi,John Ogunleye,15968579.49,USD,United States,card,success,2024-09-30
TXN_5745131,John Chukwu,Angela Ogunleye,10382802.93,USD,United States,mobile money,failed,2025-06-10
TXN_6198035,Stephen Nnamani,David Adeyemi,355273.61,USD,United States,card,pending,2025-04-19
TXN_1767550,Cornelius Adetokunbo,Nathaniel Akinwale,16524687.89,USD,United States,bank transfer,pending,2026-01-21
TXN_1265386,Paul Obasanjo,Peter Ekwueme,18401669.94,NGN,Nigeria,card,failed,2026-06-27
TXN_4833556,Charity Ogunleye,Mark Okafor,15807634.61,USD,United States,bank transfer,success,2026-06-04
TXN_8111044,Joseph Okonkwo,Joseph Olawale,7647461.34,ZAR,South Africa,bank transfer,failed,2025-05-16
TXN_6919166,Simon Oshodi,Simon Olawale,13723102.86,GHS,Ghana,card,failed,2026-01-10
TXN_5309761,Simon Ojo,Joseph Obi,14749692.36,KES,Kenya,bank transfer,pending,2024-09-14
TXN_4187591,Andrew Ogunleye,Deborah Nnamani,11071937.02,NGN,Nigeria,card,pending,2026-07-22
TXN_8265019,Joshua Obi,Peter Adetokunbo,8458313.37,KES,Kenya,card,success,2026-02-04
TXN_4724303,Esther Okonkwo,Sarah Obi,9575172.39,KES,Kenya,bank transfer,success,2025-07-14
TXN_9242514,Peter Abiola,Peace Uche,14155420.4,GHS,Ghana,mobile money,pending,2025-08-01
TXN_6509913,Mary Adeyemi,Michael Okonkwo,16822619.07,ZAR,South Africa,bank transfer,failed,2024-12-01
TXN_5775845,Hope Eze,Patience Adeyemi,1354237.97,ZAR,South Africa,bank transfer,success,2026-04-20
TXN_3888911,Grace Adetokunbo,Peace Balogun,12572720.77,USD,United States,mobile money,failed,2025-04-30
TXN_1565486,Mary Adeyemi,Gloria Olawale,8582404.67,NGN,Nigeria,mobile money,pending,2025-03-21
TXN_2854392,Joseph Obasanjo,Cornelius Uche,8826672.59,USD,United States,card,pending,2025-08-08
TXN_3473498,Philip Obasanjo,Juliet Ojo,11202842.27,USD,United States,bank transfer,success,2025-10-13
TXN_3141082,Nathaniel Oshodi,Michael Akinwale,7807637.03,USD,United States,mobile money,pending,2024-10-27
TXN_2733039,Michael Uche,Emmanuel Uche,18263631.82,GHS,Ghana,card,success,2026-07-12
TXN_7081531,Sarah Adeyemi,Esther Oyekan,7864775.95,GHS,Ghana,mobile money,success,2025-01-15
TXN_6750938,Joseph Okafor,Angela Akinwale,14799431.51,USD,United States,card,success,2025-12-26
TXN_6411377,Esther Okonkwo,James Ojo,640514.56,GHS,Ghana,card,success,2026-07-18
TXN_6343998,Nathaniel Obasanjo,John Obasanjo,4105263.51,USD,United States,bank transfer,failed,2026-03-16
TXN_5683811,Joshua Adeyemi,Gabriel Abiola,19664265.71,KES,Kenya,mobile money,failed,2024-12-18
TXN_9427596,Stephen Adeyemi,Stephen Adeyemi,726211.69,KES,Kenya,mobile money,success,2026-03-10
TXN_9942547,Mary Ojo,Joshua Okafor,15035907.83,KES,Kenya,bank transfer,success,2025-05-21
TXN_8031094,Samuel Chukwu,David Uche,4503240.06,NGN,Nigeria,mobile money,failed,2024-11-26
TXN_4832788,Comfort Chukwu,Mary Ojo,16879152.24,USD,United States,bank transfer,pending,2025-11-19
TXN_6074648,Elizabeth Oyekan,David Oshodi,6479646.37,NGN,Nigeria,mobile money,pending,2025-09-03
TXN_6821468,Benjamin Nnamani,Benjamin Adeyemi,4313586.85,KES,Kenya,mobile money,success,2026-06-10
TXN_4531538,Elizabeth Okonkwo,Stephen Obi,1988027.21,KES,Kenya,card,failed,2025-12-20
TXN_4901872,Samuel Oyekan,Emmanuel Oyekan,13152980.63,USD,United States,card,pending,2026-08-12
TXN_5341291,Esther Eze,Mark Ojo,12878786.07,USD,United States,card,success,2026-07-08
TXN_8417198,Ruth Oshodi,Nathaniel Adeyemi,17668406.01,ZAR,South Africa,mobile money,pending,2024-11-15
TXN_5539674,Joy Olawale,Emmanuel Obi,4734707.15,NGN,Nigeria,bank transfer,pending,2025-08-19
TXN_2986611,Esther Eze,Hope Okafor,19891429.43,GHS,Ghana,bank transfer,success,2025-04-12
TXN_5918210,Samuel Ekwueme,Benjamin Akinwale,8336899.63,ZAR,South Africa,bank transfer,success,2026-07-05
TXN_8353842,Gloria Akinwale,Mary Okonkwo,18892303.26,ZAR,South Africa,card,failed,2024-12-05
TXN_8851673,David Oyekan,Simon Adetokunbo,9195715.28,ZAR,South Africa,bank transfer,failed,2025-06-26
TXN_7632894,Stephen Okafor,Hope Ekwueme,17910759.87,NGN,Nigeria,bank transfer,pending,2025-07-18
TXN_8643860,Mark Eze,Paul Uche,14661773.01,KES,Kenya,mobile money,failed,2024-12-11
TXN_9515775,Comfort Okonkwo,Deborah Nnamani,1472199.64,NGN,Nigeria,bank transfer,failed,2025-10-30
TXN_8968070,Juliet Eze,Ruth Adetokunbo,5436227.41,USD,United States,mobile money,failed,2024-10-05
TXN_5308812,Nathaniel Obi,Elizabeth Ekwueme,3796400.47,KES,Kenya,card,pending,2025-06-10
TXN_7303109,Peter Ekwueme,Cornelius Abiola,19344086.62,USD,United States,mobile money,failed,2025-07-21
TXN_3907699,Gloria Adetokunbo,Sarah Oyekan,4886566.91,ZAR,South Africa,bank transfer,failed,2026-02-08
TXN_6139720,Michael Adetokunbo,Mary Obasanjo,8977378.02,GHS,Ghana,card,failed,2024-09-01
TXN_6830019,Michael Okafor,Gabriel Balogun,514397.47,NGN,Nigeria,card,success,2026-06-09
TXN_2772693,James Adeyemi,Philip Adetokunbo,10886824.18,NGN,Nigeria,mobile money,success,2026-06-18
TXN_2959368,Mary Obasanjo,Cornelius Adeyemi,18856768.52,GHS,Ghana,mobile money,success,2024-10-18
TXN_9551359,Mark Abiola,Michael Obasanjo,4543348.41,ZAR,South Africa,mobile money,pending,2025-09-18
TXN_7212085,Grace Ekwueme,Agnes Ojo,14521000.39,ZAR,South Africa,bank transfer,success,2026-04-09
TXN_6305300,Mary Olawale,Paul Oshodi,10067401.37,ZAR,South Africa,card,pending,2024-12-14
TXN_6078490,Gloria Balogun,Agnes Eze,10297493.31,GHS,Ghana,mobile money,failed,2025-06-22
TXN_4946189,Emmanuel Okafor,James Olawale,18382864.97,NGN,Nigeria,bank transfer,success,2024-09-08
TXN_6818036,John Nnamani,Philip Uche,3064605.77,USD,United States,bank transfer,pending,2026-05-10
TXN_7739423,Joseph Adetokunbo,Joseph Chukwu,7126048.39,USD,United States,card,failed,2025-02-26
TXN_5310069,Joshua Nnamani,Joshua Abiola,9925560.22,KES,Kenya,card,success,2026-01-26
TXN_1164304,Benjamin Ibrahim,Charity Okafor,6455054.63,NGN,Nigeria,mobile money,failed,2026-06-14
TXN_1286622,Paul Chukwu,Patience Ojo,10941898.3,KES,Kenya,bank transfer,failed,2026-04-11
TXN_9617653,Stephen Oyekan,Blessing Okafor,2326619.53,NGN,Nigeria,card,failed,2026-02-17
TXN_1508917,Angela Okafor,James Oshodi,1782438.24,ZAR,South Africa,card,success,2025-01-08
TXN_8131477,Angela Obasanjo,Patience Ekwueme,9441769.21,ZAR,South Africa,bank transfer,success,2025-07-01
TXN_4955227,David Olawale,Mark Adetokunbo,12982645.1,ZAR,South Africa,bank transfer,failed,2025-05-21
TXN_8507308,Grace Ekwueme,Simon Obasanjo,17744888.25,NGN,Nigeria,mobile money,failed,2026-02-24
TXN_6219276,Mark Eze,Deborah Ibrahim,11758407.76,NGN,Nigeria,mobile money,pending,2026-08-17
TXN_4084270,Charity Ogunleye,Philip Oyekan,11803643.91,GHS,Ghana,card,pending,2026-02-05
TXN_7308177,Gabriel Okafor,Hope Abiola,5689024.73,KES,Kenya,card,pending,2025-01-24
TXN_9487444,Benjamin Olawale,Sarah Obasanjo,8247346.01,USD,United States,card,failed,2024-10-10
TXN_1349000,Angela Oyekan,Blessing Uche,5484485.5,ZAR,South Africa,bank transfer,failed,2026-01-04
TXN_4083696,Gabriel Ekwueme,Comfort Eze,7742316.0,NGN,Nigeria,card,pending,2024-10-14
TXN_7408958,David Obasanjo,Joshua Akinwale,150753.66,ZAR,South Africa,bank transfer,success,2024-10-25
TXN_9763354,Juliet Okonkwo,Angela Chukwu,17022842.25,NGN,Nigeria,bank transfer,pending,2025-09-02
TXN_4004031,Peace Obasanjo,Grace Adetokunbo,14463691.51,USD,United States,bank transfer,failed,2026-06-05
TXN_6118054,Paul Uche,Simon Obi,6723241.56,USD,United States,bank transfer,success,2025-03-29
TXN_5979961,Juliet Abiola,Michael Ogunleye,3722687.02,GHS,Ghana,card,pending,2025-03-26
TXN_9623558,Philip Akinwale,Michael Okonkwo,12181187.25,GHS,Ghana,bank transfer,pending,2025-05-24
TXN_3073419,Emmanuel Nnamani,Mary Ogunleye,1731906.58,ZAR,South Africa,card,pending,2026-06-14
TXN_1324248,Emmanuel Obi,Cornelius Adetokunbo,9070546.9,KES,Kenya,mobile money,pending,2026-05-04
TXN_5603328,Victoria Oyekan,David Obasanjo,7083052.72,USD,United States,card,failed,2025-01-16
TXN_6710322,Agnes Oshodi,Samuel Okonkwo,1714670.71,GHS,Ghana,bank transfer,failed,2025-10-07
TXN_7799434,Victoria Chukwu,Peter Adeyemi,19685204.12,USD,United States,bank transfer,failed,2025-07-17
TXN_5016581,Gloria Okafor,Sarah Adeyemi,12400552.72,ZAR,South Africa,card,pending,2026-06-27
TXN_9184717,Benjamin Oyekan,Andrew Oyekan,14933336.55,NGN,Nigeria,mobile money,failed,2026-03-27
TXN_7768407,Andrew Adetokunbo,James Okafor,11647508.26,GHS,Ghana,bank transfer,pending,2025-11-28
TXN_5607409,Grace Balogun,Nathaniel Adetokunbo,1779670.22,ZAR,South Africa,card,pending,2025-12-08
TXN_8219787,Daniel Balogun,Peace Okafor,11017952.8,KES,Kenya,card,success,2026-01-03
TXN_8825053,Peace Okonkwo,John Okafor,18767063.65,ZAR,South Africa,mobile money,failed,2025-05-12
TXN_5288123,Blessing Chukwu,Stephen Oshodi,328597.14,USD,United States,mobile money,failed,2025-07-21
TXN_9550147,Elizabeth Ojo,Cornelius Chukwu,18164475.26,KES,Kenya,bank transfer,success,2025-06-13
TXN_1254493,Benjamin Balogun,Simon Ekwueme,14235380.44,ZAR,South Africa,bank transfer,failed,2025-10-31
TXN_2543458,Gabriel Olawale,Stephen Nnamani,4106137.82,NGN,Nigeria,card,pending,2026-05-25
TXN_4145576,Charity Abiola,Joshua Okonkwo,15654728.72,USD,United States,mobile money,failed,2025-07-08
TXN_4724719,Gloria Abiola,Gloria Oshodi,7388414.63,NGN,Nigeria,bank transfer,failed,2026-01-24
TXN_8926345,Stephen Okonkwo,Juliet Chukwu,11145665.61,ZAR,South Africa,bank transfer,failed,2025-09-06
TXN_2797287,Victoria Okonkwo,Gabriel Uche,8295341.76,NGN,Nigeria,bank transfer,pending,2025-12-09
TXN_1979876,John Olawale,Agnes Ibrahim,19648091.39,NGN,Nigeria,mobile money,pending,2026-06-26
TXN_2826945,Philip Chukwu,James Eze,7754074.17,USD,United States,card,success,2025-01-01
TXN_9581727,Grace Eze,Blessing Abiola,17738640.76,ZAR,South Africa,bank transfer,failed,2025-08-15
TXN_4308008,Hope Okafor,Simon Obi,7608988.2,ZAR,South Africa,card,pending,2024-10-08
TXN_1760635,Joy Obasanjo,Paul Obi,7851405.3,ZAR,South Africa,card,failed,2026-08-17
TXN_2998249,Victoria Oyekan,Comfort Ogunleye,15195508.25,NGN,Nigeria,mobile money,pending,2026-03-29
TXN_4565581,Mary Eze,Cornelius Oyekan,14767964.94,KES,Kenya,bank transfer,pending,2024-09-22
TXN_1595416,Victoria Ekwueme,Emmanuel Ekwueme,13701481.3,USD,United States,mobile money,pending,2024-09-07
TXN_7083937,Mary Adeyemi,Victoria Ogunleye,13443731.9,KES,Kenya,mobile money,success,2026-05-07
TXN_2149844,Michael Ibrahim,Joseph Adeyemi,1139299.14,KES,Kenya,bank transfer,pending,2025-04-29
TXN_1803917,James Abiola,Paul Oshodi,6129531.56,USD,United States,bank transfer,success,2026-04-28
TXN_6726547,Deborah Uche,Mary Eze,11695769.65,GHS,Ghana,card,success,2025-04-30
TXN_1364931,Deborah Abiola,Peace Olawale,16857268.06,ZAR,South Africa,card,pending,2026-06-05
TXN_9869931,Andrew Okafor,Paul Adeyemi,14214566.95,GHS,Ghana,card,failed,2025-08-04
TXN_3774987,Gabriel Adeyemi,Gloria Eze,15924794.2,GHS,Ghana,mobile money,failed,2025-10-31
TXN_4565878,Grace Uche,Simon Eze,9096218.98,ZAR,South Africa,bank transfer,failed,2026-03-26
TXN_2714797,Sarah Adetokunbo,John Olawale,466542.18,NGN,Nigeria,card,pending,2026-06-22
TXN_5696440,Grace Chukwu,Peace Ojo,9670585.15,ZAR,South Africa,mobile money,success,2025-09-29
TXN_1393040,David Obi,Angela Ogunleye,1588291.67,GHS,Ghana,bank transfer,failed,2026-05-15
TXN_4974896,Benjamin Ogunleye,Andrew Nnamani,19174104.52,ZAR,South Africa,bank transfer,failed,2026-07-25
TXN_4210875,James Adetokunbo,Hope Nnamani,19291356.65,NGN,Nigeria,card,failed,2025-02-01
TXN_4101319,Elizabeth Balogun,Daniel Olawale,14943582.28,ZAR,South Africa,card,pending,2025-11-06
TXN_2497062,Gloria Obasanjo,Mark Oshodi,1069694.23,GHS,Ghana,mobile money,pending,2025-10-31
TXN_6850746,Peace Okafor,Faith Obasanjo,7076068.73,NGN,Nigeria,card,success,2025-08-09
TXN_1656943,Patience Nnamani,Samuel Ekwueme,10315277.65,ZAR,South Africa,card,pending,2025-11-16
TXN_5872030,Victoria Balogun,Comfort Ojo,14866560.73,KES,Kenya,mobile money,success,2026-02-19
TXN_1514531,Sarah Ojo,Philip Okafor,1704112.46,KES,Kenya,bank transfer,failed,2025-01-10
TXN_9162122,Mary Ojo,Cornelius Obi,3434215.91,ZAR,South Africa,mobile money,success,2024-10-05
TXN_7422726,Comfort Akinwale,Deborah Okafor,4911933.9,ZAR,South Africa,mobile money,success,2025-02-14
TXN_1214348,Mary Ibrahim,Agnes Abiola,19403975.41,GHS,Ghana,mobile money,pending,2026-08-16
TXN_7752707,Joy Ojo,James Chukwu,7570156.71,KES,Kenya,bank transfer,failed,2025-09-17
TXN_9283849,Stephen Eze,Juliet Okonkwo,17371329.79,USD,United States,mobile money,success,2024-10-04
TXN_9368813,Benjamin Nnamani,Cornelius Obasanjo,141403.21,USD,United States,mobile money,success,2025-04-09
TXN_9714448,Cornelius Ibrahim,Juliet Obasanjo,5121860.99,ZAR,South Africa,mobile money,failed,2024-09-19
TXN_5938914,Philip Obi,Simon Okonkwo,2813258.97,KES,Kenya,bank transfer,pending,2026-03-16
TXN_1477210,James Uche,Joshua Obi,7541500.81,USD,United States,bank transfer,success,2025-09-14
TXN_7145665,Joy Oshodi,Victoria Oshodi,7984783.55,NGN,Nigeria,card,pending,2025-11-08
TXN_1818587,Nathaniel Obasanjo,Elizabeth Eze,1800788.35,KES,Kenya,bank transfer,failed,2026-05-08
TXN_5389128,Michael Ibrahim,David Obasanjo,6164827.55,NGN,Nigeria,bank transfer,failed,2025-06-04
TXN_8056638,Gloria Uche,Nathaniel Okafor,14631137.36,ZAR,South Africa,bank transfer,failed,2025-08-20
TXN_8046438,Peace Obi,Paul Akinwale,7016666.86,USD,United States,bank transfer,pending,2026-01-06
TXN_2461574,Angela Olawale,Comfort Ekwueme,15563583.32,GHS,Ghana,card,failed,2025-09-12
TXN_1199384,Daniel Obasanjo,Nathaniel Okafor,9742176.12,NGN,Nigeria,bank transfer,success,2026-07-16
TXN_6284572,Ruth Akinwale,Peace Uche,5644953.92,ZAR,South Africa,mobile money,failed,2025-06-03
TXN_1102869,Joshua Ekwueme,James Oshodi,17664459.45,ZAR,South Africa,card,failed,2025-01-01
TXN_5051647,John Ojo,Michael Okonkwo,17069986.63,ZAR,South Africa,card,success,2026-06-20
TXN_4802514,Angela Ibrahim,Daniel Uche,16361564.75,KES,Kenya,bank transfer,success,2026-03-05
TXN_4787693,Stephen Okonkwo,Charity Obi,9915877.23,GHS,Ghana,card,success,2024-08-30
TXN_9926007,Peter Ogunleye,Deborah Obi,15874467.03,USD,United States,mobile money,success,2025-09-26
